"Population"	"Environment"	"Replicate"	"Generation"	"Yield"	"Group"	"Relative_Yield"
"EvoL1"	"SC"	"R0"	0	0.645192	"EvoL1_R0"	0.948641381
"EvoL1"	"SC"	"R0"	0	0.694192	"EvoL1_R0"	1.020687265
"EvoL1"	"SC"	"R0"	0	0.633192	"EvoL1_R0"	0.930997491
"EvoL1"	"SC"	"R0"	0	0.783192	"EvoL1_R0"	1.151546114
"EvoL1"	"SC"	"R0"	0	0.706192	"EvoL1_R0"	1.038331155
"EvoL1"	"SC"	"R0"	0	0.711192	"EvoL1_R0"	1.045682775
"EvoL1"	"SC"	"R0"	0	0.681192	"EvoL1_R0"	1.001573051
"EvoL1"	"SC"	"R0"	0	0.703192	"EvoL1_R0"	1.033920182
"EvoL1"	"SC"	"R0"	0	0.679192	"EvoL1_R0"	0.998632402
"EvoL1"	"SC"	"R0"	0	0.679192	"EvoL1_R0"	0.998632402
"EvoL1"	"SC"	"R0"	0	0.640192	"EvoL1_R0"	0.941289761
"EvoL1"	"SC"	"R0"	0	0.679192	"EvoL1_R0"	0.998632402
"EvoL1"	"SC"	"R0"	0	0.725192	"EvoL1_R0"	1.066267314
"EvoL1"	"SC"	"R0"	0	0.763192	"EvoL1_R0"	1.122139631
"EvoL1"	"SC"	"R0"	0	0.790192	"EvoL1_R0"	1.161838384
"EvoL1"	"SC"	"R0"	0	0.692192	"EvoL1_R0"	1.017746616
"EvoL1"	"SC"	"R0"	0	0.694192	"EvoL1_R0"	1.020687265
"EvoL1"	"SC"	"R0"	0	0.720192	"EvoL1_R0"	1.058915693
"EvoL1"	"SC"	"R0"	0	0.703192	"EvoL1_R0"	1.033920182
"EvoL1"	"SC"	"R0"	0	0.728192	"EvoL1_R0"	1.070678286
"EvoL1"	"SC"	"R0"	0	0.656192	"EvoL1_R0"	0.964814947
"EvoL1"	"SC"	"R0"	0	0.714192	"EvoL1_R0"	1.050093748
"EvoL1"	"SC"	"R0"	0	0.655192	"EvoL1_R0"	0.963344623
"EvoL1"	"SC"	"R0"	0	0.649192	"EvoL1_R0"	0.954522678
"EvoL1"	"SC"	"R0"	0	0.659192	"EvoL1_R0"	0.969225919
"EvoL1"	"SC"	"R0"	0	0.620192	"EvoL1_R0"	0.911883277
"EvoL1"	"SC"	"R0"	0	0.669192	"EvoL1_R0"	0.983929161
"EvoL1"	"SC"	"R0"	0	0.750192	"EvoL1_R0"	1.103025417
"EvoL1"	"SC"	"R0"	0	0.691192	"EvoL1_R0"	1.016276292
"EvoL1"	"SC"	"R0"	0	0.675192	"EvoL1_R0"	0.992751106
"EvoL1"	"SC"	"R0"	0	0.625192	"EvoL1_R0"	0.919234898
"EvoL1"	"SC"	"R0"	0	0.637192	"EvoL1_R0"	0.936878788
"EvoL1"	"SC"	"R0"	0	0.761192	"EvoL1_R0"	1.119198983
"EvoL1"	"SC"	"R0"	0	0.718192	"EvoL1_R0"	1.055975044
"EvoL1"	"SC"	"R0"	0	0.614192	"EvoL1_R0"	0.903061333
"EvoL1"	"SC"	"R0"	0	0.686192	"EvoL1_R0"	1.008924672
"EvoL1"	"SC"	"R0"	0	0.642192	"EvoL1_R0"	0.944230409
"EvoL1"	"SC"	"R0"	0	0.723192	"EvoL1_R0"	1.063326665
"EvoL1"	"SC"	"R0"	0	0.753192	"EvoL1_R0"	1.10743639
"EvoL1"	"SC"	"R0"	0	0.697192	"EvoL1_R0"	1.025098237
"EvoL1"	"SC"	"R0"	0	0.646192	"EvoL1_R0"	0.950111705
"EvoL1"	"SC"	"R0"	0	0.617	"EvoL1_R0"	0.907190003
